60;Nokia;6 Dual Sim Czarny;89.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1059,00zł
61;Apple;iPhone 7 32GB Różowe Złoto;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2556,00zł
62;Lenovo;K6 Note Dual SIM Szary;91.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;687,60zł
63;Asus;Zenfone 3 Max 32GB ZC553KL szary;96.600%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;799,00zł
64;Xiaomi;Redmi Note 4 3/32GB Złoty;95.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;695,00zł
65;Huawei;P10 Lite Dual Sim Niebieski;94.600%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;969,00zł
66;Samsung;Galaxy A5 A520F 2017 Złoty;92.800%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1300,20zł
67;Huawei;Honor 8 Dual Sim 4/32GB Czarny;95.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1348,00zł
68;ADATA;P20000D 20000mAh 2xUSB (Ap20000D-Dgt-5V-Cbk);95.200%;Rodzaj baterii: Litowo-jonowa, Pojemność: 20000mAh;Powerbanki;87,98zł
69;Samsung;Galaxy J3 2016 J320 Złoty;87.800%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 8 Mpix;Smartfony;527,00zł
70;Apple;iPhone 6s 32GB Różowe Złoto;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2125,00zł
71;Xiaomi;Mi A1 64GB Złoty;98.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;973,00zł
72;Lenovo;K6 Power Szary;95.800%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;522,20zł
73;Huawei;Honor 8 Dual Sim 4/32GB Granatowy;95.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1398,00zł
74;Samsung;Galaxy A3 A320F 2017 Złoty;93.600%;System operacyjny: Android, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;926,00zł
75;Huawei;Honor 9 Dual Sim Szary;97.600%;System operacyjny: Android, Przekątna ekranu: 5,15 cala, Wbudowany aparat cyfrowy: 20 Mpix;Smartfony;1676,00zł
76;Samsung;Galaxy J7 2017 J730 Dual Sim 16GB Złoty;96.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;1114,10zł
77;Motorola;Moto Z Czarny;97.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;1261,40zł
78;Apple;iPhone SE 16GB Gwiezdna szarość;96.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4 cale, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1286,00zł
79;Apple;iPhone SE 32GB Złoty;96.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4 cale, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1389,00zł
80;Samsung;Galaxy J7 2016 J710 Czarny;94.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;699,00zł
81;Samsung;Galaxy Xcover 4 G390F Szary;81.400%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;877,00zł
82;Samsung;Galaxy S7 Edge SM-G935F 32GB Złoty;92.800%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2004,00zł
83;Apple;iPhone 6S 16GB Gwiezdna Szarość;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1799,00zł
84;Apple;iPhone X 256GB Gwiezdna szarość;88.400%;System operacyjny: Apple iOS, Przekątna ekranu: 5,8 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;5699,00zł
85;APPLE;iPhone 6 Plus 16GB Srebrny;91.800%;System operacyjny: Apple iOS, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 8 Mpix;Smartfony;1835,30zł
86;Xiaomi;20000mAh 2ge Biały (PLM05ZM);96.600%;Rodzaj baterii: Litowo-jonowa, Pojemność: 20000mAh;Powerbanki;134,95zł
87;Samsung;Gear S3 SM-R770 Classic;84.00%;Rodzaj: Smartwatche, Kolor: Czarne;Smartwatche i Smartbandy;1298,00zł
88;HUAWEI;P9 LITE 2017 16GB CZARNY;88.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;869,00zł
89;Xiaomi;Huami AmazFit Pace A1612;76.200%;Rodzaj: Smartwatche, Kolor: Czarne;Smartwatche i Smartbandy;553,20zł
90;Huawei;Mate 10 Lite Dual SIM Niebieski;85.800%;System operacyjny: Android, Przekątna ekranu: 5,9 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1479,00zł
91;Apple;iPhone 7 32GB Złoty;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2548,00zł
92;Samsung;Galaxy J5 2016 J510F Czarny;93.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;8,00zł
93;ASUS;Zenfone 3 ZE520KL 32GB Granatowy;94.200%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1159,99zł
94;Baofeng;UV-82;93.600%;;Radiotelefony i krótkofalówki;109,15zł
95;Apple;iPhone 8 Plus 64GB Złoty;98.200%;System operacyjny: Apple iOS, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;3873,49zł
96;Motorola;Moto G5S 3/32GB Dual Sim Szary;95.00%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;959,00zł
97;Apple;iPhone 6S Plus 16GB Złoty;95.400%;System operacyjny: Apple iOS, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1994,00zł
98;LG;Q6 Dual SIM Platynowy;93.800%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;977,10zł
99;Samsung;Galaxy S8 Plus 64GB SM-G955 Orchid Grey;87.200%;System operacyjny: Android, Przekątna ekranu: 6,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2835,71zł
100;Sony;Xperia XZ Mineral Black/Czarny;94.00%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 23 Mpix;Smartfony;1703,50zł
101;Xiaomi;Redmi 4A 16GB Złoty;94.200%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;455,00zł
102;Nokia;230 Dual SIM Szary;83.600%;Rodzaj klawiatury: Klasyczna, Wbudowany aparat cyfrowy: 2 Mpix, Dual SIM: Tak;Klasyczne telefony komórkowe;258,99zł
103;Samsung;Galaxy A5 A510F 2016 Czarny;93.00%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;1399,00zł
104;Apple;iPhone 6s 32GB Złoty;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2106,70zł
105;Apple;iPhone 6s 32GB Srebrny;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2134,00zł
106;Samsung;Galaxy J3 2017 J330F Dual Sim Czarny;95.600%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;708,30zł
107;Huawei;P10 Plus Dual SIM Czarny;95.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 8 Mpix;Smartfony;2895,00zł
108;Apple;iPhone 7 128GB Onyks;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2895,00zł
109;Samsung;Galaxy A5 A520F 2017 Różowe Złoto;92.800%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1254,00zł
110;Apple;iPhone 7 128GB Special Edition Czerwony;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2961,00zł
111;Apple;iPhone 6S 16GB Różowe Złoto;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1799,00zł
112;Motorola;Moto G5 Plus 3/32GB Dual Sim Szary;94.800%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;977,10zł
113;Huawei;P10 Lite Dual Sim Biały;94.600%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;968,00zł
114;Lenovo;K6 Dual SIM Szary;92.800%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;511,80zł
115;Huawei;P10 Lite Dual Sim Złoty;94.600%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;969,00zł
116;Sony;Xperia XA1 Dual Sim Czarny;85.600%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 23 Mpix;Smartfony;997,00zł
117;Samsung;do Galaxy S5 2800mAh (EB-BG900BBE);91.800%;Do Telefonu: Samsung, Pojemność: 2800mAh;Baterie do telefonów;38,00zł
118;Sony;Xperia XZ1 Dual Sim Czarny;94.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 19 Mpix;Smartfony;2347,10zł
119;Samsung;EVO PLUS microSDHC 32GB UHS-I U1 (MB-MC32GA/EU);99.400%;Rodzaj: microSDHC, Pojemność: 32GB, Szybkość odczytu: 95 MB/s;Karty pamięci;51,98zł
120;Apple;iPhone 8 64GB Złoty;74.400%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;3303,50zł
121;Xiaomi;Redmi Note 4X 64GB Czarny;96.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;880,00zł
122;Apple;iPhone SE 128GB Gwiezdna Szarość;96.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4 cale, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;1849,00zł
123;Blackberry;KeyOne Srebrny;95.00%;System operacyjny: Android, Przekątna ekranu: 4,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2344,00zł
124;Samsung;Galaxy A5 A520F 2017 Niebieski;92.800%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1315,70zł
125;Caterpillar;S60 Czarno-Srebrny;95.200%;System operacyjny: Android, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;2228,20zł
126;Apple;iPhone 7 32GB Srebrny;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2548,00zł
127;OnePlus;5 8/128GB Szary;100%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 20 Mpix;Smartfony;99,00zł
128;Samsung;Galaxy S8 64GB SM-G950 Blue;93.600%;System operacyjny: Android, Przekątna ekranu: 5,8 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2559,00zł
129;Sony;XPERIA X Compact Czarny;85.600%;System operacyjny: Android, Przekątna ekranu: 4,6 cala, Wbudowany aparat cyfrowy: 23 Mpix;Smartfony;1258,90zł
130;HTC;U11 Czarny;86.400%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;2699,00zł
131;HUAWEI;P9 Lite Dual SIM Złoty;92.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;839,00zł
132;Huawei;P9 Lite 16GB Biały;92.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;797,00zł
133;Lenovo;P2 Dual SIM Złoty;93.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;1116,70zł
134;Lenovo;Phab Plus Srebrny;84.400%;System operacyjny: Android, Przekątna ekranu: 6,8 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;9,00zł
135;Apple;iPhone 7 Plus 128GB Czarny;95.00%;System operacyjny: Apple iOS, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix;Smartfony;3489,70zł
136;Xiaomi;Mi Mix 4/128GB Czarny;100%;System operacyjny: Android, Przekątna ekranu: 6,4 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;2399,00zł
137;Samsung;Solid B2710 Czarny;85.00%;Rodzaj klawiatury: Klasyczna, Wbudowany aparat cyfrowy: 2 Mpix, Dual SIM: Nie;Klasyczne telefony komórkowe;319,00zł
138;Sony;Xperia XZ Premium Dual Sim Głęboka Czerń;88.800%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 19 Mpix;Smartfony;2729,99zł
139;Samsung;Wireless Charger Stand Czarny (EP-NG930BBEGWW);92.00%;Rodzaj: Ładowarki bezprzewodowe;Ładowarki do telefonów;146,00zł
140;Samsung;Galaxy J7 2016 J710 Złoty;94.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;899,00zł
141;Nokia;8 Dual Sim Szary;84.400%;System operacyjny: Android, Przekątna ekranu: 5,3 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;2217,90zł
142;Nokia;6 Dual Sim Miedziany;89.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 16 Mpix;Smartfony;1145,00zł
143;Sony;Xperia XZ Premium Świetlisty Chrom;88.800%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 19 Mpix;Smartfony;2499,00zł
144;Huawei;Y6 2017 Szary;93.00%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;547,00zł
145;Samsung;Vehicle Dock EE-V200S Czarny (EE-V200SABEGWW);94.200%;Przeznaczenie: Samsung;Uchwyty samochodowe;58,00zł
146;TP-Link;Neffos X1 Lite 2/16GB Szary;92.400%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;492,50zł
147;LG;X Power 2 Czarno-niebieski;95.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix;Smartfony;678,00zł
